Iteration	 Training error	 Validation error 
1	0.311291	0
2	0.139187	0
3	0.0740037	0
4	0.0512436	0
5	0.0404223	0
6	0.0336793	0
7	0.0289079	0
8	0.0253182	0
9	0.0225122	0
10	0.0202568	0
11	0.0184041	0
12	0.0168552	0
13	0.0155411	0
14	0.0144124	0
15	0.0134327	0
16	0.0125745	0
17	0.0118166	0
18	0.0111426	0
19	0.0105393	0
20	0.00999635	0
21	0.00950511	0
22	0.0090586	0
23	0.00865106	0
24	0.00827763	0
25	0.00793424	0
26	0.00761745	0
27	0.00732431	0
28	0.00705228	0
29	0.0067992	0
30	0.00656317	0
31	0.00634253	0
32	0.00613585	0
33	0.00594185	0
34	0.00575941	0
35	0.00558754	0
36	0.00542536	0
37	0.00527208	0
38	0.00512699	0
39	0.00498946	0
40	0.00485892	0
41	0.00473485	0
42	0.00461679	0
43	0.00450432	0
44	0.00439706	0
45	0.00429464	0
46	0.00419677	0
47	0.00410314	0
48	0.00401348	0
49	0.00392756	0
50	0.00384514	0
51	0.00376602	0
52	0.00369	0
53	0.00361692	0
54	0.00354659	0
55	0.00347888	0
56	0.00341363	0
57	0.00335073	0
58	0.00329004	0
59	0.00323145	0
60	0.00317486	0
61	0.00312016	0
62	0.00306727	0
63	0.0030161	0
64	0.00296656	0
65	0.00291858	0
66	0.00287208	0
67	0.00282701	0
68	0.00278329	0
69	0.00274087	0
70	0.00269969	0
71	0.0026597	0
72	0.00262084	0
73	0.00258308	0
74	0.00254636	0
75	0.00251064	0
76	0.00247588	0
77	0.00244205	0
78	0.00240911	0
79	0.00237702	0
80	0.00234576	0
81	0.00231528	0
82	0.00228557	0
83	0.00225659	0
84	0.00222831	0
85	0.00220072	0
86	0.00217379	0
87	0.00214749	0
88	0.0021218	0
89	0.0020967	0
90	0.00207218	0
91	0.00204821	0
92	0.00202477	0
93	0.00200185	0
94	0.00197943	0
95	0.00195749	0
96	0.00193603	0
97	0.00191501	0
98	0.00189444	0
99	0.00187429	0
100	0.00185456	0
101	0.00183522	0
102	0.00181628	0
103	0.00179771	0
104	0.00177951	0
105	0.00176166	0
106	0.00174416	0
107	0.001727	0
108	0.00171016	0
109	0.00169363	0
110	0.00167742	0
111	0.00166151	0
112	0.00164588	0
113	0.00163054	0
114	0.00161548	0
115	0.00160069	0
116	0.00158616	0
117	0.00157188	0
118	0.00155785	0
119	0.00154406	0
120	0.00153051	0
121	0.00151719	0
122	0.00150409	0
123	0.00149121	0
124	0.00147855	0
125	0.00146609	0
126	0.00145383	0
127	0.00144178	0
128	0.00142991	0
129	0.00141824	0
130	0.00140675	0
131	0.00139544	0
132	0.0013843	0
133	0.00137334	0
134	0.00136255	0
135	0.00135192	0
136	0.00134145	0
137	0.00133113	0
138	0.00132097	0
139	0.00131096	0
140	0.0013011	0
141	0.00129138	0
142	0.0012818	0
143	0.00127236	0
144	0.00126305	0
145	0.00125388	0
146	0.00124483	0
147	0.00123591	0
148	0.00122712	0
149	0.00121844	0
150	0.00120989	0
151	0.00120145	0
152	0.00119312	0
153	0.00118491	0
154	0.00117681	0
155	0.00116881	0
156	0.00116092	0
157	0.00115313	0
158	0.00114544	0
159	0.00113785	0
160	0.00113036	0
