Iteration	 Training error	 Validation error 
1	0.345842	0
2	0.345543	0
3	0.345262	0
4	0.344985	0
5	0.344697	0
6	0.344395	0
7	0.344082	0
8	0.343757	0
9	0.343385	0
10	0.342902	0
11	0.342229	0
12	0.341224	0
13	0.339615	0
14	0.337182	0
15	0.334001	0
16	0.329682	0
17	0.323518	0
18	0.315795	0
19	0.30571	0
20	0.29241	0
21	0.276053	0
22	0.254688	0
23	0.224448	0
24	0.185499	0
25	0.145767	0
26	0.120586	0
27	0.0988409	0
28	0.0805264	0
29	0.0690918	0
30	0.0555123	0
31	0.0510384	0
32	0.0417684	0
33	0.0382059	0
34	0.0338895	0
35	0.0300853	0
36	0.0277229	0
37	0.0253892	0
38	0.0234567	0
39	0.0218573	0
40	0.0204356	0
41	0.0191829	0
42	0.0180755	0
43	0.0170856	0
44	0.0161954	0
45	0.015391	0
46	0.0146607	0
47	0.013995	0
48	0.0133858	0
49	0.0128263	0
50	0.0123107	0
51	0.0118342	0
52	0.0113925	0
53	0.010982	0
54	0.0105995	0
55	0.0102424	0
56	0.0099081	0
57	0.00959465	0
58	0.00930013	0
59	0.0090229	0
60	0.00876149	0
61	0.0085146	0
62	0.00828107	0
63	0.00805984	0
64	0.00784999	0
65	0.00765066	0
66	0.00746109	0
67	0.00728058	0
68	0.00710851	0
69	0.00694429	0
70	0.00678742	0
71	0.0066374	0
72	0.00649381	0
73	0.00635624	0
74	0.00622433	0
75	0.00609772	0
76	0.00597612	0
77	0.00585923	0
78	0.00574678	0
79	0.00563853	0
80	0.00553424	0
81	0.00543371	0
82	0.00533673	0
83	0.00524312	0
84	0.0051527	0
85	0.00506533	0
86	0.00498084	0
87	0.0048991	0
88	0.00481997	0
89	0.00474334	0
90	0.00466909	0
91	0.0045971	0
92	0.00452729	0
93	0.00445954	0
94	0.00439378	0
95	0.00432992	0
96	0.00426787	0
97	0.00420756	0
98	0.00414892	0
99	0.00409188	0
100	0.00403637	0
101	0.00398235	0
102	0.00392974	0
103	0.00387849	0
104	0.00382855	0
105	0.00377988	0
106	0.00373241	0
107	0.00368612	0
108	0.00364096	0
109	0.00359688	0
110	0.00355385	0
111	0.00351183	0
112	0.00347079	0
